DC Candidate ID,Name,Company Name,Company Number,Company Status,Role,Role Status,Role Appointed Date,Role Resigned Date
21749,Maureen BURKE,CLYDE GATEWAY URC,SC335599,Active,Director,Resigned,12 November 2013,2 April 2015
21749,Maureen BURKE,SCOTTISH EVENT CAMPUS LIMITED,SC082081,Active,Director,Resigned,1 June 2012,25 October 2012
21755,Martin RHODES,LAMBHILL STABLES,SC327607,Active,Director,Resigned,12 June 2014,12 February 2015
21755,Martin RHODES,GLASGOW FAIRTRADE CO-OPERATIVE LTD,SC334742,Active,Director,Resigned,1 December 2007,21 October 2010
22042,Alan ROSS,DUNDEE ICE ARENA,SC203181,Dissolved,Director,,30 March 2009,
22042,Alan ROSS,DUNDEE LEISURE,SC298444,Dissolved,Director,,30 March 2009,
22378,Elaine STEWART,BORDERLINE THEATRE COMPANY LIMITED (THE),SC064588,Active,Director,Resigned,31 July 2003,10 May 2007
22407,Graham LEADBITTER,MORAY WOMEN'S AID,SC345847,Active,Director,Resigned,17 July 2008,11 November 2019
22407,Graham LEADBITTER,MORAY WASTE BUSTERS LTD.,SC240123,Active,Director,Resigned,27 November 2008,16 May 2012
22464,Kirsteen SULLIVAN,YARDLEY PROGRAMME MANAGEMENT LTD.,SC330088,Active,Director,Active,8 October 2014,
22502,Neil Collington BENNY,STIRLING TECHNOLOGY PROJECTS LIMITED,SC184080,Active,Director,Active,19 May 2022,
22502,Neil Collington BENNY,CONSERVATIVE FRIENDS OF THE UNION LIMITED,13411041,Active,Director,Active,20 May 2021,
22502,Neil Collington BENNY,IMPROVEMENT SERVICE COMPANY,SC287978,Active,Director,Resigned,2 May 2017,1 December 2023
22502,Neil Collington BENNY,STIRLING DEVELOPMENT AGENCY LIMITED,SC259889,Active,Director,Resigned,22 November 2021,6 May 2022
22502,Neil Collington BENNY,VENTURE FORTH LIMITED,SC142533,Dissolved,Director,,24 May 2012,
22502,Neil Collington BENNY,STIRLING ENTERPRISE AND ECONOMIC DEVELOPMENT COMPANY LIMITED,SC109284,Dissolved,Director,,24 May 2012,
22502,Neil Collington BENNY,CITY OF STIRLING BUSINESS PARKS LIMITED,SC315577,Dissolved,Director,,4 May 2012,
22502,Neil Collington BENNY,CALEDONIAN POLITICAL MEDIA LTD,SC409951,Dissolved,Director,,25 October 2011,
22502,Neil Collington BENNY,STIRLING DISTRICT TOURISM LIMITED,SC156924,Active,Director,Resigned,5 December 2012,29 June 2017
22502,Neil Collington BENNY,STIRLING UNIVERSITY INNOVATION PARK LIMITED,SC094756,Active,Director,Resigned,26 October 2012,30 May 2017
22502,Neil Collington BENNY,STIRLING BUSINESS CENTRE LIMITED,SC124096,Active,Director,Resigned,24 May 2012,30 May 2017
22502,Neil Collington BENNY,STIRLING TECHNOLOGY PROJECTS LIMITED,SC184080,Active,Director,Resigned,17 May 2012,4 May 2017
22502,Neil Collington BENNY,STIRLING DEVELOPMENT AGENCY LIMITED,SC259889,Active,Director,Resigned,4 May 2012,4 May 2017
22502,Neil Collington BENNY,STIRLING CITY HERITAGE TRUST,SC277033,Active,Director,Resigned,1 June 2007,30 April 2012
22502,Neil Collington BENNY,STIRLING CITY HERITAGE TRUST,SC277033,Active,Director,Resigned,1 June 2007,30 April 2012
22502,Neil Collington BENNY,EUSACO LIMITED,SC084199,Active,Director,Resigned,1 July 2003,30 June 2004
22533,Allan Hopkins DORANS,AYR HISTORICAL TOURS LTD,SC601481,Dissolved,Director,,2 July 2018,
22533,Allan Hopkins DORANS,NORTH AYRSHIRE MEDIATION SERVICES LTD,SC357011,Dissolved,Director,,23 March 2009,
22533,Allan Hopkins DORANS,WEST OF SCOTLAND MEDIATION LIMITED,SC354727,Dissolved,Director,,9 February 2009,
22533,Allan Hopkins DORANS,VOLUNTARY ACTION SOUTH AYRSHIRE,SC253334,Active,Director,Resigned,19 July 2012,31 August 2015
22533,Allan Hopkins DORANS,ASPIRE2ACCESS,SC162153,Dissolved,Director,Resigned,15 May 2014,24 June 2015
22533,Allan Hopkins DORANS,VOLUNTARY ACTION SOUTH AYRSHIRE,SC253334,Active,Director,Resigned,9 October 2003,6 October 2011
22534,Martin DOWEY,SAC (LLP NOMINEES) LIMITED,SC353805,Active,Director,Active,16 October 2023,
22553,Lynn Edith MUNRO,L & T ENTERPRISES LTD.,SC276100,Dissolved,Director,,16 November 2004,
22553,Lynn Edith MUNRO,L & T ENTERPRISES LTD.,SC276100,Dissolved,Secretary,,16 November 2004,
22817,Jonathan ELMER,DEMOCRATISE LTD,06911272,Dissolved,Director,,20 May 2009,
22817,Jonathan ELMER,THE WOODLAND BURIAL TRUST CIC,07029056,Dissolved,Director,Resigned,24 September 2009,17 January 2015
23049,Frank CALLADINE,RHEA PRODUCTIONS LTD,09196143,Dissolved,Director,Resigned,30 August 2014,1 September 2015
23049,Frank CALLADINE,PHANTASUS PRODUCTIONS LTD,09035182,Dissolved,Director,Resigned,17 June 2014,22 August 2014
23461,Darren Neil WOODIWISS,N2 COMMUNITY GARDEN LTD,09451315,Dissolved,Director,,20 February 2015,
23461,Darren Neil WOODIWISS,HARBOROUGH ENERGY LIMITED,09360648,Dissolved,Director,,18 December 2014,
23461,Darren Neil WOODIWISS,EDIBLE16 LTD,09176227,Active,Director,Resigned,15 October 2014,18 August 2017
23553,Ian Robert SHARPE,SBL SERVICES LTD,06818230,Dissolved,Director,,13 February 2009,
23553,Ian Robert SHARPE,THE LEICESTERSHIRE COLLEGE LIMITED,10462838,Active,Director,Resigned,27 February 2018,6 July 2022
23553,Ian Robert SHARPE,RENEWABLE TECHNICAL SERVICES TRUSTEES LIMITED,07731851,Dissolved,Director,Resigned,8 August 2011,31 July 2015
23553,Ian Robert SHARPE,RENEWABLE TECHNICAL SERVICES LIMITED,06087965,Dissolved,Director,Resigned,19 July 2011,28 July 2015
23553,Ian Robert SHARPE,GE ENERGY POWER CONVERSION UK HOLDINGS LIMITED,06702141,Active,Secretary,Resigned,18 September 2008,23 January 2009
23553,Ian Robert SHARPE,DRIVES & CONTROLS SERVICES LTD,05418759,Dissolved,Secretary,Resigned,21 April 2006,23 January 2009
23553,Ian Robert SHARPE,GE POWER CONVERSION BRAZIL HOLDINGS LIMITED,02416188,Active,Secretary,Resigned,21 April 2006,14 November 2008
23553,Ian Robert SHARPE,GE ENERGY POWER CONVERSION UK LIMITED,05571739,Active,Secretary,Resigned,21 April 2006,14 November 2008
23553,Ian Robert SHARPE,ALSTOM ELECTRICAL MACHINES LTD,00490074,Liquidation,Director,Resigned,21 October 2004,10 November 2005
23741,Kelvin Charles CLAYTON,TRANSITION TOWN BRIDPORT LIMITED,06879836,Active,Director,Resigned,10 December 2018,17 November 2022
24297,Craig David EMERY,DERWEN COLLEGE CONSULTING LIMITED,14503923,Active,Director,Active,24 November 2022,
24327,Paul Gregory DE HOEST,SILVER PEAR CONSULTING LIMITED,08196182,Dissolved,Director,,30 August 2012,
24327,Paul Gregory DE HOEST,DE HOEST PARTNERSHIP LIMITED,05993450,Active,Director,Active,9 November 2006,
24327,Paul Gregory DE HOEST,ST. JOHN'S WELL COURT NO. 2 RESIDENTS ASSOCIATION LIMITED,02454220,Active,Director,Active,1 October 2002,
24327,Paul Gregory DE HOEST,GLOBAL JUSTICE NOW TRUST,03188734,Active,Director,Resigned,11 May 2008,7 December 2018
24327,Paul Gregory DE HOEST,WORLD DEVELOPMENT MOVEMENT,09338556,Active,Director,Resigned,3 December 2014,7 July 2018
24327,Paul Gregory DE HOEST,GLOBAL JUSTICE NOW,02098198,Active,Director,Resigned,22 June 2012,7 July 2018
24327,Paul Gregory DE HOEST,GLOBAL JUSTICE NOW,02098198,Active,Director,Resigned,8 July 2006,19 June 2010
24989,Paul David FOLLOWS,ENTERPRISE M3 LIMITED,11897237,Dissolved,Director,,6 October 2022,
25271,Catrin WAGER,THE ABBEY ROAD CENTRE,02929424,Converted / Closed,Director,,11 November 2019,
25426,Lester Geoffrey TAYLOR,TAYLOR FFOULKES LIMITED,07296280,Dissolved,Director,,25 June 2010,
25426,Lester Geoffrey TAYLOR,THE ECONOMIC VOICE LIMITED,06794958,Active,Secretary,Active,19 January 2009,
25426,Lester Geoffrey TAYLOR,THE ECONOMIC VOICE LIMITED,06794958,Active,Director,Active,19 January 2009,
25536,Jeremy Paul SPRY,CUNX SPORTSWEAR LTD,10605026,Active,Director,Active,7 February 2017,
25664,Philip SHIELDS,MUSIC IN THE COMMUNITY COMMUNITY INTEREST COMPANY,06708802,Dissolved,Director,,26 September 2008,
25664,Philip SHIELDS,CLUMBER MORTGAGES LIMITED,04991468,Dissolved,Director,,10 December 2003,
26200,Duncan Charles BAKER,CUSTANCE PROPERTIES LIMITED,10446510,Active,Director,Resigned,26 October 2016,31 December 2019
26200,Duncan Charles BAKER,C.T. BAKER LIMITED,00067886,Active,Director,Resigned,1 October 2012,31 December 2019
26200,Duncan Charles BAKER,MORTON ENTERPRISES LIMITED,00360815,Active,Director,Resigned,1 October 2012,31 December 2019
26200,Duncan Charles BAKER,HOLT YOUTH PROJECT LIMITED,06844711,Active,Director,Resigned,21 August 2014,31 May 2018
26484,Henry Fredrick GENT,DANU BLUE CIC,08773881,Dissolved,Director,Resigned,15 April 2014,29 December 2017
26484,Henry Fredrick GENT,DEVON GRAIN (SERVICES) LIMITED,01770885,Active,Director,Resigned,17 November 1994,21 November 2006
26484,Henry Fredrick GENT,WEST COUNTRY GRAIN MARKETING LIMITED,05112532,Active,Director,Resigned,27 May 2004,27 April 2006
26744,Martin WRIGLEY,NEWTON ABBOT COMMUNITY INTEREST COMPANY,06732032,Active,Director,Resigned,26 June 2019,4 January 2023
26744,Martin WRIGLEY,THE MOMENT CONTENT COMPANY LIMITED,03962001,Active,Director,Resigned,9 October 2000,6 March 2001
26776,Sherief HASSAN,WATTS HASSAN ASSOCIATES LTD,07268749,Dissolved,Director,,1 June 2010,
26854,Sam PETERS,GREEN HOMES CARPENTRY LTD,14626163,Active,Director,Active,30 January 2023,
26973,Elwyn VAUGHAN,CYFRWNG CYF,10080344,Dissolved,Director,,23 March 2016,
26973,Elwyn VAUGHAN,CWMNI PENGWERN LIMITED,10571478,Dissolved,Director,,18 January 2017,
26973,Elwyn Graham VAUGHAN,PHOENIX COMMUNITY FURNITURE SCHEME LIMITED,03936956,Active,Director,Active,7 June 2021,
26973,Elwyn Graham VAUGHAN,MENTRAU IAITH CYMRU CYF.,04134269,Active,Director,Active,7 May 2019,
26974,Simon Robert Maurice BAYNES,THE HOLROYD COMMUNITY THEATRE COMPANY LIMITED,12084276,Dissolved,Director,Resigned,3 July 2019,12 January 2020
26984,Jeremy David BRIGNELL-THORP,POWYS ACTION ON THE CLIMATE EMERGENCY CIC,15263762,Active,Director,Active,6 November 2023,
27283,Richard Neal PHOENIX,PROPERTY REALISATION COMPANY LIMITED,SC015568,Active,Director,Active,1 September 2021,
27283,Richard Neal PHOENIX,22 AMERSHAM HILL MANAGEMENT LIMITED,09846872,Active,Director,Active,31 March 2017,
27283,Richard Neal PHOENIX,MARICHIAN NEWHAVEN LIMITED,08660227,Dissolved,Director,,22 August 2013,
27283,Richard Neal PHOENIX,PPDL (SOUTHEND) LIMITED,05996308,Active,Director,Active,13 November 2006,
27283,Richard Neal PHOENIX,IP PROPERTY DEVELOPMENTS LIMITED,02909835,Active,Secretary,Active,21 July 2003,
27283,Richard Neal PHOENIX,PHOENIX & PARTNERS LIMITED,04094399,Active,Director,Active,26 October 2000,
27283,Richard Neal PHOENIX,PHOENIX PROPERTY DEVELOPMENTS LIMITED,03238229,Active,Director,Active,19 August 1996,
27283,Richard Neal PHOENIX,SILVERGLADES INVESTMENTS LIMITED,03000172,Active,Director,Active,9 December 1994,
27283,Richard Neal PHOENIX,TINTAIL LIMITED,01687516,Active,Director,Active,1 December 1992,
27283,Richard Neal PHOENIX,SUTTON VILLAS MANAGEMENT COMPANY LIMITED,08301965,Active,Director,Resigned,21 November 2012,31 July 2017
27283,Richard Neal PHOENIX,STARTPREMIUM PROPERTY MANAGEMENT LIMITED,02833467,Active,Secretary,Resigned,17 October 2003,22 October 2014
27283,Richard Neal PHOENIX,STARTPREMIUM PROPERTY MANAGEMENT LIMITED,02833467,Active,Director,Resigned,10 June 2003,22 October 2014
27283,Richard Neal PHOENIX,INGLEBELL LIMITED,03128144,Active,Director,Resigned,9 September 2007,30 May 2014
27283,Richard Neal PHOENIX,CANFORD COURT (MANAGEMENT) LIMITED,05139408,Active,Director,Resigned,21 June 2004,7 July 2008
27973,Charlie EVANS,TOWY COMMUNITY CHURCH,07181550,Active,Director,Active,28 April 2023,
28219,Matthew WESTERN,OXYGENCY LIMITED,06647362,Dissolved,Director,,15 July 2008,
28219,Matthew WESTERN,SYDENHAM NEIGHBOURHOOD INITIATIVES LIMITED,03521640,Active,Director,Resigned,2 October 2015,20 October 2022
28416,Richard Giles STREATFEILD,WEST HEATH 2000,03571239,Active,Director,Active,15 July 2022,
28416,Richard Giles STREATFEILD,HOATH HOUSE WEDDINGS LTD,11596895,Active,Director,Active,1 October 2018,
28416,Richard Giles STREATFEILD,HOATH HOUSE LLP,OC402309,Active,LLP Designated Member,Active,14 October 2015,
29258,Chris James David TOUGH,MILL HILL & BETTESHANGER C.I.C.,10229401,Active,Director,Active,25 February 2020,
29258,Chris James David TOUGH,KENT YUTH IN EUROPE CIC,10183218,Active,Director,Active,17 May 2016,
29258,Chris James David TOUGH,COMMUNITY ADVICE & ADVOCACY SERVICES KENT (CASK1ST) COMMUNITY INTEREST COMPANY,06818124,Dissolved,Director,,12 February 2009,
29258,Chris James David TOUGH,TRUDY'S WHEELS CIC,09561686,Dissolved,Director,Resigned,26 April 2015,1 April 2016
29258,Chris James David TOUGH,DEAL BETTESHANGER & WALMER RUGBY SPORTS & SOCIAL CLUB LTD,04342600,Active,Director,Resigned,4 July 2010,18 December 2012
29258,Chris James David TOUGH,EAST KENT HOUSING LIMITED,07489230,Dissolved,Director,Resigned,11 January 2011,9 May 2011
29258,Christopher James David TOUGH,WHITE CLIFFS RADIO,10965761,Active,Director,Active,29 September 2021,
29269,Charmaine Dawn MORGAN,LEISURESK LIMITED,12888724,Active,Director,Resigned,12 July 2023,9 January 2024
29813,Sarah ATHERTON,SANDSTONE BREWERY LLP,OC334399,Dissolved,LLP Designated Member,Resigned,28 January 2008,5 October 2013
30148,Lorraine BEAVERS,REFURB (WYRE AND FYLDE) LTD,04445760,Active,Director,Active,3 October 2008,
30268,Robert Graham LOCKWOOD,R G LOCKWOOD ELECTRICAL LIMITED,09261878,Active,Director,Active,13 October 2014,
30460,Christopher Stanley MAGNESS,SILVER SPA LIMITED,06183185,Dissolved,Director,,23 July 2010,
30460,Christopher Stanley MAGNESS,REDHOUSE ASSOCIATES LTD,04149926,Active,Secretary,Active,30 January 2001,
30460,Christopher Stanley MAGNESS,REDHOUSE ASSOCIATES LTD,04149926,Active,Director,Active,30 January 2001,
30943,Mary Alison CARTWRIGHT,HOPE AND GRACE COMMUNITY INTEREST COMPANY,11899108,Dissolved,Director,,22 March 2019,
31326,Paul HOWELL,POLICY RESEARCH UNIT LIMITED,07960177,Active,Director,Active,30 March 2020,
31326,Paul HOWELL,IFFR (UK) LIMITED,04977519,Active,Director,Resigned,29 December 2019,1 January 2023
31384,Michael Moreland LILLEY,RYDE COMMUNITY DEVELOPMENT TRUST LTD,10685578,Active,Director,Active,19 April 2023,
31384,Michael Moreland LILLEY,ISLE OF WIGHT YOUTH TRUST,04149036,Active,Director,Resigned,17 July 2017,24 January 2024
31384,Michael Moreland LILLEY,WIGHT AVIATION MUSEUM,10784045,Active,Director,Resigned,23 May 2017,30 July 2019
31666,Simon John TAGG,NEWCASTLE UNDER LYME BID LTD,09745670,Active,Director,Resigned,30 May 2016,15 June 2023
31666,Simon John TAGG,STOKE-ON-TRENT AND STAFFORDSHIRE LOCAL ENTERPRISE PARTNERSHIP LIMITED,11918616,Active,Director,Active,30 July 2019,
31666,Simon John TAGG,SIMON TAGG (STL) LTD,07816915,Active,Director,Active,20 October 2011,
31666,Simon John TAGG,THE STOKE ON TRENT & STAFFORDSHIRE SAFER COMMUNITIES COMMUNITY INTEREST COMPANY,07407846,Dissolved,Director,Resigned,7 June 2012,5 July 2013
32063,Peter JACKSON,CASTERTON BUILDERS (MORECAMBE) LTD,00827242,Active,Secretary,Active,30 April 1991,
32063,Peter JACKSON,CASTERTON BUILDERS (MORECAMBE) LTD,00827242,Active,Director,Resigned,30 April 1991,7 April 1998
32066,Joanna Nora KENNY,ECCABI LTD,03491728,Active,Director,Active,27 June 2007,
32066,Joanna Nora KENNY,RESTORMEL CITIZENS ADVICE BUREAU,04361728,Dissolved,Director,,23 July 2003,
32631,Yousef DAHMASH,ALBERT BUILDINGS LIMITED(THE),00021607,Active,Director,Active,7 September 2020,
32631,Yousef DAHMASH,RUGBY FIRST LIMITED,04863144,Active,Director,Resigned,12 December 2013,30 June 2017
32631,Yousef DAHMASH,ALBERT BUILDINGS LIMITED(THE),00021607,Active,Director,Resigned,15 May 2015,11 December 2015
33051,Andrew PEMBERTON,TENDRING WHEELIE FRESH CLEAN LIMITED,12098155,Dissolved,Director,,11 July 2019,
33060,Brenda Dawn WESTON,CENTRE FOR OUTDOOR ACTIVITY AND COMMUNITY HUB,08106171,Active,Director,Active,2 January 2024,
33060,Brenda Dawn WESTON,LABOUR COAST AND COUNTRY LTD,09849153,Active,Director,Resigned,29 April 2016,31 May 2021
33060,Brenda Dawn WESTON,HATCHER'S COURT (MANAGEMENT) COMPANY LIMITED,03499707,Active,Director,Resigned,25 October 2007,6 August 2012
33060,Brenda Dawn WESTON,THE ASSET TRADES AND TRAINING ASSOCIATION,04714754,Dissolved,Director,Resigned,1 August 2007,14 April 2008
34053,Wayne OWEN,THE MODEL HOUSE LLANTRISANT LIMITED,02208104,Dissolved,Director,Resigned,7 April 2003,21 July 2004
34194,Alicia Alexandra Martha KEARNS,CHINA RESEARCH GROUP LTD,12604006,Active,Director,Active,22 June 2023,
34349,Marsha DE CORDOVA,BATTERSEA ARTS CENTRE,01569115,Active,Director,Active,25 September 2019,
34397,Andrew Howard WESTERN,TRAFFORD REGENERATION AND INVESTMENTS LIMITED,11257760,Dissolved,Director,,15 May 2019,
34397,Andrew Howard WESTERN,LOCAL GOVERNMENT MUTUAL LIMITED,11339811,Active,Director,Resigned,9 June 2020,30 June 2021
34412,Robin MOSS,RADSTOCK AND WESTFIELD BIG LOCAL COMMUNITY INTEREST COMPANY,11105503,Active,Director,Active,11 December 2017,
34412,Robin MOSS,PINTARROXO LIMITED,10139191,Dissolved,Director,,21 April 2016,
34595,Neil George DARBY,LIBERTY BIRD CAMPAIGNS LIMITED,09831068,Dissolved,Director,,19 October 2015,
34867,Thomas Bartholomew HALL,TBH ADVISORY LTD.,10732811,Dissolved,Director,,20 April 2017,
34867,Thomas Bartholomew HALL,THOMAS HALL MOTORSPORTS LTD.,10483968,Active,Director,Active,17 November 2016,
34867,Thomas Bartholomew HALL,SCHEJ LIMITED,12826768,Dissolved,Director,,4 December 2020,
34867,Thomas Bartholomew HALL,PIVOT FINANCIAL LIMITED,12933590,Dissolved,Director,,6 October 2020,
34943,Olivio Braz Amelino BARRETO,PSAF LTD,04496916,Active,Director,Active,18 September 2002,
34943,Olivio Braz Amelino BARRETO,PSAF LTD,04496916,Active,Secretary,Active,18 September 2002,
34986,Matthew SNEDKER,DARLOVELO LIMITED,07307306,Dissolved,Director,,3 October 2013,
35213,Lee Francis DERRICK,CANNING STREET YOGA LTD,SC458296,Active,Director,Active,3 September 2013,
35213,Lee Francis DERRICK,BLUE SPINACH GOLF & TRAVEL LTD,11271146,Active,Director,Active,22 March 2018,
35503,Peter Gordon CARTRIDGE,CITIZENS ADVICE LANCASHIRE WEST,03835274,Active,Director,Resigned,17 July 2018,31 May 2019
35644,Alexander Jacob ARMITAGE,BIGTON COLLECTIVE LTD,SC707956,Active,Director,Active,27 August 2021,
35679,Lorna Jane RUSSELL,THE SIDINGS COMMUNITY CENTRE,02139909,Active,Director,Active,24 January 2018,
35883,Cheney Anne PAYNE,STOREY'S FIELD COMMUNITY TRUST,08696283,Active,Director,Active,28 May 2024,
36114,Ruth GRIPPER,THE ROYAL INSTITUTION OF CORNWALL,08362598,Active,Director,Active,31 January 2019,
37323,Scott John AINSLIE,RE-POWERING STREATHAM LIMITED,07956247,Dissolved,Director,,20 February 2012,
37323,Scott John AINSLIE,LONDON ENSEMBLE PRODUCTIONS LIMITED,05787805,Dissolved,Director,,20 April 2006,
37665,Habib RAHMAN,CENTRE WEST (NEWCASTLE),04357221,Active,Director,Active,1 August 2015,
37802,Victoria Anne FLETCHER,DVSR CONSULTING LIMITED,09417304,Dissolved,Director,,1 March 2015,
37899,Aidan John KING,LONDON DERMAL AESTHETIC LIMITED,08292733,Dissolved,Director,,14 November 2012,
38538,David Stephen DRESSER,NELYSCAR LIMITED,14370463,Active,Director,Active,22 September 2022,
38538,David Stephen DRESSER,CELEBRITY FILMS INTERNATIONAL HOLDING GROUP LIMITED,14085410,Active,Director,Active,12 May 2022,
38914,David Samuel FARBEY,DANNYWELL LIMITED,05167878,Dissolved,Director,,12 July 2004,
38914,David Samuel FARBEY,ALMA PRIMARY,07958546,Active,Director,Resigned,23 August 2021,22 June 2022
38914,David Samuel FARBEY,INSTITUTE OF SCIENTIFIC AND TECHNICAL COMMUNICATORS(THE),01061923,Active,Director,Resigned,12 January 2016,30 June 2019
38941,Jack Oliver AARON,WELWYN HATFIELD REFORM UK LTD,15596274,Active,Director,Active,26 March 2024,
39143,Nisar Ahmed MALIK,NISAR PROPERTIES LIMITED,14073748,Active,Director,Active,27 April 2022,
39143,Nisar Ahmed MALIK,HAJI BABA TRUSTEE LIMITED,13604748,Active,Director,Active,6 September 2021,
39143,Nisar Ahmed MALIK,ELITE CLOTHING SOLUTIONS LTD,11838996,Dissolved,Director,,21 February 2019,
39143,Nisar Ahmed MALIK,HAJI BABA PROPERTIES LIMITED,10796321,Active,Director,Active,31 May 2017,
39143,Nisar Ahmed MALIK,HAJI BABA GROUP LIMITED,10796525,Active,Director,Active,31 May 2017,
39143,Nisar Ahmed MALIK,ENHANCE PROPERTIES & BUILDING UK LTD,10217406,Dissolved,Director,,7 June 2016,
39143,Nisar Ahmed MALIK,THE LONDON HALAL MEAT COMPANY LTD,07486824,Active,Director,Active,10 January 2011,
39143,Nisar Ahmed MALIK,HAJI BABA LIMITED,06828274,Active,Director,Active,24 February 2009,
39143,Nisar Ahmed MALIK,ISLEWORTH & HOUNSLOW CHARITY LIMITED,05577965,Active,Director,Resigned,20 July 2010,19 June 2014
39143,Nisar Ahmed MALIK,THE REAL HALAL MEAT COMPANY LTD,07486799,Dissolved,Director,Resigned,10 January 2011,11 January 2012
39546,Hugo Giles POUND,RDI DIRECT LTD.,03391525,Dissolved,Director,,1 July 2000,
39546,Hugo Giles POUND,IN COMPANY EXECUTIVE COACHING LIMITED,03938755,Dissolved,Director,,2 March 2000,
39546,Hugo Giles POUND,IN COMPANY EXECUTIVE COACHING LIMITED,03938755,Dissolved,Secretary,,2 March 2000,
39997,Kate OSBORNE,KATE OSBORNE CAMPAIGNS LIMITED,14402043,Active,Director,Active,6 October 2022,
40023,Ehtashamul HAQUE,TECH & TRADE LTD,14726476,Active,Director,Active,13 March 2023,
40023,Ehtashamul HAQUE,VARITAS LTD,14675141,Active,Director,Active,19 February 2023,
40023,Ehtashamul HAQUE,BAITUL HAMD,14549032,Active,Director,Active,19 December 2022,
40023,Ehtashamul HAQUE,EHTASHAM'S LTD,10087572,Dissolved,Director,,29 March 2016,
40023,Ehtashamul HAQUE,REAL DREAMZ LIMITED,07056980,Dissolved,Director,,26 October 2009,
40023,Ehtashamul HAQUE,DOCKLANDS SAILING CENTRE LIMITED,02319971,Active,Director,Resigned,3 October 2018,24 January 2019
40023,Ehtashamul HAQUE,DOCKLANDS SAILING CENTRE TRUST,02317321,Active,Director,Resigned,3 October 2018,24 January 2019
40063,Rachel BLAKE,"ST MARY'S CHURCH OF ENGLAND SCHOOL, NORWOOD GREEN",08333406,Active,Director,Active,1 September 2022,
40178,Joseph Brian FOX,ST. ANNES MOUNT (RESIDENTS ASSOCIATION) LIMITED,03246076,Active,Director,Active,1 September 2003,
40178,Joseph Brian FOX,ST. ANNES MOUNT (2) MANAGEMENT COMPANY LIMITED,02892653,Active,Director,Active,3 July 2001,
40205,Sarah RYAN,SHINE! ARTS AND WELL-BEING CIC,14353131,Active,Director,Active,22 May 2024,
41029,Don WILLIAMS,PAMPASET PRODUCTIONS LIMITED,06814561,Dissolved,Director,,10 February 2009,
41029,Don WILLIAMS,TALAWA THEATRE COMPANY LIMITED,02005971,Active,Director,Resigned,1 April 2003,6 December 2010
41061,Fergal Joseph MCENTEE,LIVRE ENERGIAS LTD,14695347,Active,Director,Active,28 February 2023,
41287,Catherine Frances DOBSON,TARGETFINAL RESIDENTS MANAGEMENT LIMITED,02291269,Active,Director,Active,23 November 2022,
41287,Catherine Frances DOBSON,THE LEEDS EAST PRIMARY PARTNERSHIP: A CO-OPERATIVE TRUST,08330167,Active,Director,Resigned,12 January 2021,4 October 2022
41589,Paulette Adassa HAMILTON,THE NEWTOWN CULTURAL PROJECT LIMITED,02959127,Liquidation,Director,Active,30 May 2006,
41589,Paulette Adassa HAMILTON,ASHLEY COMMUNITY & HOUSING LTD,06630015,Active,Director,Resigned,1 September 2021,17 March 2022
41589,Paulette Adassa HAMILTON,HOLFORD DRIVE COMMUNITY SPORTS HUB LIMITED,08372141,Active,Director,Resigned,15 July 2013,1 April 2020
41589,Paulette Adassa HAMILTON,ROOKERY SCHOOL,07685796,Active,Director,Resigned,28 June 2011,10 March 2014
41589,Paulette Adassa HAMILTON,OSCAR BIRMINGHAM LTD,05311442,Active,Director,Resigned,13 December 2004,30 November 2006
41589,Paulette Adassa HAMILTON,ST BASIL'S,03964376,Active,Director,Resigned,13 September 2004,24 January 2006
42244,James TASKER,BEERMAPP LTD,08289282,Dissolved,Director,,12 November 2012,
42244,James Stephen TASKER,TRAINHILL TRUST CIC,15193759,Active,Director,Active,6 October 2023,
42244,James Stephen TASKER,STARS AND STRIPES DRINKS UK LIMITED,09553538,Dissolved,Director,,21 April 2015,
42891,Jason CUMMINGS,BASHFORD & CO LTD,08192497,Dissolved,Director,Resigned,28 August 2012,14 March 2016
42891,Jason James CUMMINGS,SHIRLEY HIGH SCHOOL,07837778,Active,Director,Resigned,8 November 2011,2 December 2014
42941,Charith Abeysinghe GUNAWARDENA,OPTICALSORTING.ORG LIMITED,12993353,Active,Director,Active,3 November 2020,
42941,Charith Abeysinghe GUNAWARDENA,BÜHLER UK LIMITED,00434274,Active,Director,Resigned,25 September 2000,1 September 2020
42941,Charith Abeysinghe GUNAWARDENA,ENFIELD NORSE LIMITED,06833446,Active,Director,Resigned,11 October 2018,21 August 2020
42941,Charith Abeysinghe GUNAWARDENA,ENFIELD ENTERPRISE AGENCY(THE),01926939,Active,Director,Active,21 February 2024,
44168,Mona Abdulla Ishag ADAM,SHAMAN PR,10556863,Active,Director,Active,11 January 2017,
44168,Mona Abdulla Ishag ADAM,SARIA,07238714,Dissolved,Director,,29 April 2010,
44168,Mona Abdulla Ishag ADAM,THE SICKLE CELL SOCIETY,02840865,Active,Director,Resigned,14 July 2007,19 July 2011
44712,Sam AL-HAMDANI,OLDHAM COLISEUM THEATRE LIMITED(THE),01415547,Active,Director,Resigned,30 September 2019,1 June 2023
44712,Sam AL-HAMDANI,OLDHAM ECONOMIC DEVELOPMENT ASSOCIATION LIMITED,01527986,Active,Director,Resigned,7 October 2019,5 October 2021
44937,Eleanor Lesley STRINGER,LONDON HOUSING FOUNDATION LIMITED,01226903,Active,Director,Active,22 July 2010,
