DC Candidate ID,Name,Company Name,Company Number,Company Status,Role,Role Status,Role Appointed Date,Role Resigned Date
3057,Ian LAVERY,ASHINGTON COMMUNITY FOOTBALL CLUB LIMITED,06625882,Active,Director,Resigned,20 June 2008,12 June 2012
3057,Ian LAVERY,INDUSTRY-WIDE MINEWORKERS' PENSION SCHEME TRUSTEES LIMITED,03004573,Active,Director,Resigned,12 October 1995,28 June 2002
3066,Alderman Jim SHANNON,BEES NEES EARLY YEARS CENTRE,NI035467,Active,Director,Resigned,18 March 1999,18 May 2002
3067,Sharon HODGSON,THE BASKETBALL FOUNDATION,07656095,Active,Director,Active,5 July 2011,
3068,David FURNESS,ARCUS FM LIMITED,06475835,Active,Director,Active,10 March 2017,
3068,David FURNESS,ARCUS SOLUTIONS LIMITED,07026130,Active,Director,Active,10 March 2017,
3068,David FURNESS,ARCUS FM LIMITED,06475835,Active,Director,Active,10 March 2017,
3068,David FURNESS,ARCUS SOLUTIONS LIMITED,07026130,Active,Director,Active,10 March 2017,
3111,Alan Patrick Vincent WHITEHEAD,THE MILLENNIUM THIRD AGE CENTRE,03916171,Active,Director,Active,1 April 2005,
3111,Alan Patrick Vincent WHITEHEAD,THE ENVIRONMENT CENTRE (TEC),02881225,Active,Director,Active,19 April 2004,
3111,Alan Patrick Vincent WHITEHEAD,THE ENVIRONMENT CENTRE (TEC),02881225,Active,Director,Resigned,16 December 1993,28 April 2003
3111,Alan Patrick Vincent WHITEHEAD,MAYFLOWER THEATRE TRUST(THE),02026445,Active,Director,Resigned,27 February 1992,4 September 2001
3111,Alan Patrick Vincent WHITEHEAD,NEW LOCAL GOVERNMENT NETWORK,03598256,Active,Director,Resigned,19 July 1998,15 October 1998
3111,Alan Patrick Vincent WHITEHEAD,LOCAL INFORMATION UNIT LIMITED,01872218,Active,Director,Resigned,22 November 1991,18 November 1992
3120,Brendan D'CRUZ,DBT ENTERPRISES LTD,03978602,Active,Director,Active,10 May 2001,
3120,Brendan D'CRUZ,DBT ENTERPRISES LTD,03978602,Active,Secretary,Active,10 May 2001,
3120,Brendan Thomas D'CRUZ,TRINITY CHILDCARE AND FAMILY CENTRE LTD.,07917857,Active,Director,Active,11 February 2015,
3120,Brendan Thomas D'CRUZ,TRINITY CHILDCARE AND FAMILY CENTRE LTD.,07917857,Active,Director,Active,11 February 2015,
3120,Brendan D'CRUZ,DBT ENTERPRISES LTD,03978602,Active,Director,Active,10 May 2001,
3120,Brendan D'CRUZ,DBT ENTERPRISES LTD,03978602,Active,Secretary,Active,10 May 2001,
3124,Jonathan Michael BRAMALL,JM BRAMALL LIMITED,11732548,Active,Director,Active,18 December 2018,
3124,Jonathan Michael BRAMALL,JM BRAMALL LIMITED,11732548,Active,Director,Active,18 December 2018,
3124,Jonathan Michael BRAMALL,JM BRAMALL LIMITED,11732548,Active,Director,Active,18 December 2018,
3152,Andrew Hanson JONES,THE GABLES (HARROGATE) PROPERTY COMPANY LIMITED,05600523,Active,Director,Active,21 October 2005,
3152,Andrew Hanson JONES,45/47 WESTMORELAND RESIDENTS LIMITED,03259515,Active,Director,Active,9 December 1996,
3152,Andrew Hanson JONES,45/47 WESTMORELAND RESIDENTS LIMITED,03259515,Active,Secretary,Active,9 December 1996,
3152,Andrew Hanson JONES,GET SAVVY COMUNICATIONS LIMITED,06231033,Active,Secretary,Resigned,30 April 2007,18 November 2010
3152,Andrew Hanson JONES,GET SAVVY MARKETING LIMITED,05822434,Active,Secretary,Resigned,19 May 2006,18 November 2010
3152,Andrew Hanson JONES,GET SAVVY SPORT LIMITED,06231058,Active,Secretary,Resigned,30 April 2007,1 June 2010
3152,Andrew Hanson JONES,CRESCENT PROPERTIES (HAMPSTEAD) LIMITED,00618180,Active,Director,Resigned,30 May 1996,28 May 2010
3152,Andrew Hanson JONES,SAVVY LIMITED,06346813,Active,Secretary,Resigned,20 August 2007,7 May 2010
3152,Andrew Hanson JONES,RADLYN PARK MAINTENANCE LIMITED,01684251,Active,Director,Resigned,17 January 2001,21 May 2004
3232,Jason Bernard ZADROZNY,PLEASLEY Y2K,03900660,Liquidation,Director,Resigned,5 February 2004,12 September 2004
3232,Jason Bernard ZADROZNY,PLEASLEY Y2K,03900660,Liquidation,Director,Resigned,5 February 2004,12 September 2004
3355,Alan Herbert FRANCIS,UNITED SUSTAINABLE ENERGY AGENCY,03553525,Dissolved,Director,Resigned,2 February 2001,5 January 2017
3363,Jack Eugene Joseph DROMEY,ROOKERY HOUSE RESTORATION (ERDINGTON) LTD,05838490,Dissolved,Director,,15 February 2011,
3363,Jack Eugene Joseph DROMEY,LOCAL INFORMATION UNIT LIMITED,01872218,Active,Director,Resigned,22 November 1992,31 July 2004
3368,Richard BURDEN,MAKE VOTES COUNT,03476281,Active,Director,Resigned,14 September 2005,25 October 2013
3368,Richard BURDEN,SOUTH WEST BIRMINGHAM COMMUNITY ASSOCIATION,03258337,Dissolved,Director,Resigned,16 July 1997,8 January 2004
3417,Alexander Jesse NORMAN,KONIGSWINTER,04626711,Active,Director,Active,26 November 2013,
3417,Alexander Jesse NORMAN,HAY FESTIVAL OF LITERATURE AND THE ARTS LIMITED,02258780,Active,Director,Resigned,15 September 2008,27 April 2017
3417,Alexander Jesse NORMAN,THE ROUNDHOUSE TRUST,03572184,Active,Director,Resigned,24 July 2007,30 July 2014
3417,Alexander Jesse NORMAN,SOUTH WYE DEVELOPMENT TRUST LIMITED,05750840,Active,Director,Resigned,24 July 2007,26 May 2011
3475,Claire HANNA,CENTRE FOR GLOBAL EDUCATION,NI025290,Active,Secretary,Resigned,17 February 2010,2 March 2011
3486,Damian Howard GREEN,OPEN BRITAIN LIMITED,09641190,Active,Director,Resigned,23 November 2015,14 September 2016
3486,Damian Howard GREEN,SOUTH EAST WATER LIMITED,02679874,Active,Director,Resigned,18 December 2007,26 May 2010
3486,Damian Howard GREEN,OPEN BRITAIN LIMITED,09641190,Active,Director,Resigned,23 November 2015,14 September 2016
3486,Damian Howard GREEN,SOUTH EAST WATER LIMITED,02679874,Active,Director,Resigned,18 December 2007,26 May 2010
3490,Rowan Nicholas Charles LANGLEY,44 FAIRVIEW CRESCENT (HARROW) LIMITED,07192358,Active,Director,Active,17 March 2010,
3490,Rowan Nicholas Charles LANGLEY,44 FAIRVIEW CRESCENT (HARROW) LIMITED,07192358,Active,Director,Active,17 March 2010,
3585,Tom BRAKE,THE CENTRE FOR ENVIRONMENTAL INITIATIVES,04137305,Active,Director,Active,6 December 2001,
3585,Tom BRAKE,THE CENTRE FOR ENVIRONMENTAL INITIATIVES,04137305,Active,Director,Resigned,8 January 2001,8 January 2001
3598,Stephen Anthony FARRY,BANGOR & HOLYWOOD TOWN CENTRES LIMITED,NI031948,Dissolved,Director,Resigned,5 July 2001,6 June 2011
3598,Stephen Anthony FARRY,NORTHERN IRELAND COMMUNITY RELATIONS COUNCIL-THE,NI024026,Active,Director,Resigned,28 November 2007,1 June 2011
3601,John Robert CRYER,RECOVERY RESOURCES FOUNDATION,07442661,Active,Director,Active,20 October 2011,
3601,John Robert CRYER,RECOVERY RESOURCES FOUNDATION,07442661,Active,Director,Active,20 October 2011,
3658,Chi ONWURAH,FOUNDATION FOR SCIENCE AND TECHNOLOGY,01327814,Active,Director,Active,6 July 2016,
3658,Chi ONWURAH,FOUNDATION FOR SCIENCE AND TECHNOLOGY,01327814,Active,Director,Active,6 July 2016,
3663,Nicholas DAKIN,"THE ST LAWRENCE ACADEMY, SCUNTHORPE",06493485,Active,Director,Resigned,16 June 2008,16 June 2012
3663,Nicholas DAKIN,THE SIXTH FORM COLLEGES' ASSOCIATION LIMITED,02736405,Active,Director,Resigned,28 September 2007,31 August 2010
3663,Nicholas DAKIN,"THE ST LAWRENCE ACADEMY, SCUNTHORPE",06493485,Active,Director,Resigned,16 June 2008,16 June 2012
3663,Nicholas DAKIN,THE SIXTH FORM COLLEGES' ASSOCIATION LIMITED,02736405,Active,Director,Resigned,28 September 2007,31 August 2010
3720,Wera Benedicta Caecilie HOBHOUSE,PALLADIAN ACADEMY TRUST,08061092,Active,Director,Active,29 August 2018,
3737,Matthew HANCOCK,POLICY RESEARCH UNIT LIMITED,07960177,Active,Director,Resigned,25 July 2012,5 September 2012
3741,Robert HALFON,THE AFRICA/ASIA DEVELOPMENT FOUNDATION,07128916,Dissolved,Director,,25 November 2011,
3741,Robert HALFON,RIGHT ANGLE CAMPAIGNS LIMITED,07787667,Dissolved,Director,,26 September 2011,
3741,Robert HALFON,EUCALYPTUS LEAVES LIMITED,07661118,Dissolved,Director,,7 June 2011,
3752,John Fitzgerald O'DOWD,BROWNLOW LIMITED,NI023271,Active,Director,Resigned,24 October 2006,7 July 2010
3752,John Fitzgerald O'DOWD,LURGAN FORWARD,NI028222,Active,Director,Resigned,26 November 2004,19 November 2009
3753,Robin Charles William TILBROOK,CAMPAIGN FOR AN INDEPENDENT ENGLAND LTD,08586172,Active,Director,Active,26 June 2013,
3753,Robin Charles William TILBROOK,ENGLISH VOICE MAGAZINE LIMITED,06766651,Active,Director,Active,5 December 2008,
3753,Robin Charles William TILBROOK,THE ENGLISH DEMOCRATS,06132268,Active,Director,Active,1 March 2007,
3753,Robin Charles William TILBROOK,CONFEDERATION OF ENGLISH BUSINESS LIMITED,05970073,Active,Director,Active,25 October 2006,
3753,Robin Charles William TILBROOK,ENGLISH LOBBY,05051049,Active,Director,Active,1 May 2006,
3753,Robin Charles William TILBROOK,EAST OF ENGLAND REGIONAL EXECUTIVE LIMITED,04998616,Active,Director,Active,18 December 2003,
3753,Robin Charles William TILBROOK,ENGLISH CONSTITUTIONAL CONVENTION,04992294,Active,Director,Active,11 December 2003,
3753,Robin Charles William TILBROOK,THE FIRST ENGLISH WELFARE TRUST,05112540,Active,Director,Resigned,27 February 2015,18 February 2016
3753,Robin Charles William TILBROOK,CAMERON MANAGEMENT LIMITED,01584217,Active,Secretary,Resigned,10 August 1997,19 May 2011
3753,Robin Charles William TILBROOK,THE WELLBEING TRUST LIMITED,06113624,Active,Director,Resigned,19 February 2007,11 April 2011
3753,Robin Charles William TILBROOK,CENTRE FOR ENGLISH POLICY STUDIES,06045497,Dissolved,Director,Resigned,9 January 2007,25 February 2009
3753,Robin Charles William TILBROOK,ENGLISH VOICE REAL ESTATE LIMITED,06299412,Active,Director,Resigned,2 July 2007,9 February 2009
3753,Robin Charles William TILBROOK,THE WELLBEING TRUST LIMITED,06113624,Active,Secretary,Resigned,19 February 2007,1 September 2008
3753,Robin Charles William TILBROOK,CAMPAIGN FOR AN INDEPENDENT ENGLAND LTD,08586172,Active,Director,Active,26 June 2013,
3753,Robin Charles William TILBROOK,ENGLISH VOICE MAGAZINE LIMITED,06766651,Active,Director,Active,5 December 2008,
3753,Robin Charles William TILBROOK,THE ENGLISH DEMOCRATS,06132268,Active,Director,Active,1 March 2007,
3753,Robin Charles William TILBROOK,CONFEDERATION OF ENGLISH BUSINESS LIMITED,05970073,Active,Director,Active,25 October 2006,
3753,Robin Charles William TILBROOK,ENGLISH LOBBY,05051049,Active,Director,Active,1 May 2006,
3753,Robin Charles William TILBROOK,EAST OF ENGLAND REGIONAL EXECUTIVE LIMITED,04998616,Active,Director,Active,18 December 2003,
3753,Robin Charles William TILBROOK,ENGLISH CONSTITUTIONAL CONVENTION,04992294,Active,Director,Active,11 December 2003,
3753,Robin Charles William TILBROOK,THE FIRST ENGLISH WELFARE TRUST,05112540,Active,Director,Resigned,27 February 2015,18 February 2016
3753,Robin Charles William TILBROOK,CAMERON MANAGEMENT LIMITED,01584217,Active,Secretary,Resigned,10 August 1997,19 May 2011
3753,Robin Charles William TILBROOK,THE WELLBEING TRUST LIMITED,06113624,Active,Director,Resigned,19 February 2007,11 April 2011
3753,Robin Charles William TILBROOK,CENTRE FOR ENGLISH POLICY STUDIES,06045497,Dissolved,Director,Resigned,9 January 2007,25 February 2009
3753,Robin Charles William TILBROOK,ENGLISH VOICE REAL ESTATE LIMITED,06299412,Active,Director,Resigned,2 July 2007,9 February 2009
3753,Robin Charles William TILBROOK,THE WELLBEING TRUST LIMITED,06113624,Active,Secretary,Resigned,19 February 2007,1 September 2008
3770,Mike FREER,THE ARTS DEPOT TRUST LIMITED,03536243,Active,Director,Resigned,20 January 2003,9 December 2003
3774,Stella CREASY,THE INVOLVE FOUNDATION,05669443,Active,Secretary,Resigned,14 June 2007,17 October 2008
3774,Stella CREASY,THE INVOLVE FOUNDATION,05669443,Active,Secretary,Resigned,14 June 2007,17 October 2008
3797,Brian Thomas SPENCER,CLOCK FACE COLLIERY WELFARE CENTRE CLUB LIMITED,02915959,Active,Director,Resigned,6 April 1994,4 August 2011
3797,Brian Thomas SPENCER,THE WORLD OF GLASS (ST HELENS) LIMITED,02592450,Active,Director,Resigned,4 July 2006,7 September 2010
3797,Brian Thomas SPENCER,ST HELENS CHAMBER LIMITED,02453212,Active,Director,Resigned,23 May 2006,20 May 2010
3797,Brian Thomas SPENCER,LIVERPOOL AIRPORT LIMITED,02116704,Active,Director,Resigned,28 May 2008,19 May 2010
3797,Brian Thomas SPENCER,LIVERPOOL CITY REGION GROWTH COMPANY LIMITED,02753023,Active,Director,Resigned,27 June 2006,10 November 2009
3797,Brian Thomas SPENCER,LIVERPOOL AIRPORT LIMITED,02116704,Active,Director,Resigned,11 December 2006,28 May 2008
3802,Andrew John GWYNNE,DENTON WEST END PRIMARY SCHOOL,07929335,Active,Director,Active,24 July 2013,
3802,Andrew John GWYNNE,DENTON WEST END PRIMARY SCHOOL,07929335,Active,Director,Active,24 July 2013,
3885,Harriet HARMAN,TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,00051090,Active,Director,Active,28 June 2017,
3885,Harriet HARMAN,INCORPORATED COUNCIL OF LAW REPORTING FOR ENGLAND AND WALES   (THE),00005034,Active,Director,Resigned,12 June 2001,9 May 2005
3885,Harriet HARMAN,CAMBRIDGE HOUSE AND TALBOT,01050006,Active,Director,Resigned,14 November 1991,4 October 1995
3888,Charles George EUSTICE,BLEWBURY DIRECT LTD,03733104,Active,Director,Resigned,1 June 2000,15 March 2011
3888,Charles George EUSTICE,BLEWBURY DIRECT LTD,03733104,Active,Director,Resigned,1 June 2000,15 March 2011
3904,Ivan LEWIS,IL ASSOCIATES LIMITED,12134041,Active,Director,Active,1 August 2019,
3904,Ivan LEWIS,HOLOCAUST EDUCATIONAL TRUST,04207020,Active,Director,Resigned,27 April 2001,25 June 2012
3906,Wayne DAVID,CAERPHILLY MINERS CENTRE FOR THE COMMUNITY,07535484,Active,Director,Active,31 July 2013,
3906,Wayne DAVID,EUROPEAN MOVEMENT OF THE UNITED KINGDOM LTD,00551817,Active,Director,Resigned,25 May 2002,21 February 2007
3979,Ruth Lauren SMEETH,HOPE NOT HATE LIMITED,08188502,Active,Director,Active,15 May 2015,
3979,Ruth Lauren SMEETH,HOPE NOT HATE LIMITED,08188502,Active,Director,Active,15 May 2015,
4027,Ben BRADSHAW,TREWS PROPERTY MANAGEMENT LIMITED,03074343,Active,Director,Resigned,1 March 2002,1 July 2011
4098,Jackie DOYLE-PRICE,POLICY RESEARCH UNIT LIMITED,07960177,Active,Director,Resigned,17 October 2012,14 June 2017
4100,Steven Michael LAMBERT,FAIRFAX HOUSING LIMITED,11770796,Active,Director,Active,17 June 2019,
4100,Steven Michael LAMBERT,VALE OF AYLESBURY HOUSING TRUST LIMITED,05438914,Active,Director,Active,11 April 2012,
4100,Steven Michael LAMBERT,THE AYLESBURY VALE ACADEMY,06745367,Active,Director,Resigned,1 September 2013,14 May 2015
4100,Steven Michael LAMBERT,BUCKINGHAMSHIRE ADVANTAGE,05271232,Active,Director,Resigned,24 May 2011,10 September 2012
4188,Caroline Julie Porte ANSELL,3VA,04637252,Active,Director,Resigned,1 December 2011,11 August 2015
4188,Caroline Julie Porte ANSELL,3VA,04637252,Active,Director,Resigned,1 December 2011,11 August 2015
4217,Ranil Malcolm JAYAWARDENA,RINGSHALL (NO. 2) LIMITED,11768587,Active,Director,Active,15 January 2019,
4217,Ranil Malcolm JAYAWARDENA,OWL AND BEAR EDUCATION,11624951,Active,Director,Active,16 October 2018,
4217,Ranil Malcolm JAYAWARDENA,PEPTCELL LIMITED,04983543,Active,Director,Active,22 September 2017,
4217,Ranil Malcolm JAYAWARDENA,RINGSHALL LIMITED,07937372,Active,Director,Active,6 February 2012,
4217,Alison Lyn JAYAWARDENA,RINGSHALL LIMITED,07937372,Active,Director,Active,15 January 2019,
4217,Alison Lyn JAYAWARDENA,RINGSHALL (NO. 2) LIMITED,11768587,Active,Director,Active,15 January 2019,
4224,Kelly Jane TOLHURST,CHATHAM MARITIME TRUST,02913375,Active,Director,Active,8 November 2013,
4224,Kelly Jane TOLHURST,SKIPPER (UK) LIMITED,03099550,Active,Director,Active,6 September 2010,
4224,Kelly Jane TOLHURST,SKIPPER (UK) LIMITED,03099550,Active,Secretary,Resigned,15 February 2002,10 October 2019
4224,Kelly Jane TOLHURST,ACTION FOR BORSTAL COMMUNITY PROJECT,03364165,Active,Director,Resigned,10 November 2011,1 May 2015
4224,Kelly Jane TOLHURST,CHATHAM MARITIME TRUST,02913375,Active,Director,Active,8 November 2013,
4224,Kelly Jane TOLHURST,SKIPPER (UK) LIMITED,03099550,Active,Director,Active,6 September 2010,
4224,Kelly Jane TOLHURST,SKIPPER (UK) LIMITED,03099550,Active,Secretary,Resigned,15 February 2002,10 October 2019
4224,Kelly Jane TOLHURST,ACTION FOR BORSTAL COMMUNITY PROJECT,03364165,Active,Director,Resigned,10 November 2011,1 May 2015
4226,David WARBURTON,BRITISH YOUTH MUSIC THEATRE,04985332,Active,Director,Active,5 July 2017,
4226,David WARBURTON,NATIONAL YOUTH ORCHESTRA OF GREAT BRITAIN(THE),01858278,Active,Director,Resigned,27 June 2018,31 July 2019
4231,Stephen Daniel DOUBLE,THE EDGE EVENTS LIMITED,07703375,Active,Director,Active,13 July 2011,
4231,Stephen Daniel DOUBLE,BAY DIRECT MEDIA LIMITED,04222663,Dissolved,Director,,23 May 2001,
4231,Stephen Daniel DOUBLE,BAY MAILING SERVICES LIMITED,05456137,Dissolved,Director,Resigned,24 May 2005,13 April 2017
4231,Stephen Daniel DOUBLE,PHOENIX CORPORATE GIFTS LIMITED,07585644,Active,Director,Resigned,31 March 2011,31 July 2016
4231,Stephen Daniel DOUBLE,BAY DIRECT MEDIA (SW) LTD,06522703,Dissolved,Director,Resigned,4 March 2008,31 July 2016
4231,Stephen Daniel DOUBLE,BAY DIRECT MEDIA LIMITED,04222663,Dissolved,Secretary,Resigned,23 May 2001,2 September 2004
4233,Paul Stuart SCULLY,EURASIAN TRADE FORUM LIMITED,10595140,Dissolved,Director,Resigned,22 May 2018,7 June 2018
4233,Paul Stuart SCULLY,EURASIAN TRADE FORUM LIMITED,10595140,Dissolved,Director,Resigned,22 May 2018,7 June 2018
4234,Rebecca Faye POW,SOMERSET WILDLIFE TRUST,00818162,Active,Director,Resigned,1 October 2005,1 July 2015
4234,Rebecca Faye POW,CENTRE FOR SUSTAINABLE ENERGY,02219673,Active,Director,Resigned,25 April 1996,31 March 1998
4236,Kevin HOLLINRAKE,INDUSTRY AND PARLIAMENT TRUST,01308583,Active,Director,Active,12 September 2017,
4236,Kevin HOLLINRAKE,INDUSTRY AND PARLIAMENT TRUST,01308583,Active,Director,Active,12 September 2017,
4238,Thomas Georg John TUGENDHAT,NEW CITY AGENDA LIMITED,08076833,Active,Director,Resigned,20 November 2017,31 May 2019
4238,Thomas Georg John TUGENDHAT,HILLVIEW SCHOOL FOR GIRLS ACADEMY TRUST,07698506,Active,Director,Resigned,8 December 2014,20 June 2016
4238,Thomas Georg John TUGENDHAT,NEW CITY AGENDA LIMITED,08076833,Active,Director,Resigned,20 November 2017,31 May 2019
4238,Thomas Georg John TUGENDHAT,HILLVIEW SCHOOL FOR GIRLS ACADEMY TRUST,07698506,Active,Director,Resigned,8 December 2014,20 June 2016
4264,Neil Alan John COYLE,NATIONAL CENTRE FOR INDEPENDENT LIVING (NCIL),04701388,Dissolved,Director,Resigned,5 December 2006,1 October 2007
4269,Catherine Malloy HOLLERN,ACT (ACTION FOR THE COMMUNITY AND TOWN) AT THE CHEETHAMS LIMITED,06113605,Active,Director,Active,4 January 2018,
4275,Ruth Margaret CADBURY,BARROW CADBURY FUND LIMITED(THE),00503137,Active,Director,Resigned,18 October 1992,11 July 2015
4275,Ruth Margaret CADBURY,THE BARROW CADBURY TRUST,05836950,Active,Director,Resigned,5 June 2006,11 July 2015
4275,Ruth Margaret CADBURY,THE CHISWICK HOUSE AND GARDENS TRUST,05171882,Active,Director,Resigned,17 September 2014,3 June 2015
4275,Ruth Margaret CADBURY,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,03675577,Active,Director,Resigned,1 September 2010,31 July 2013
4275,Ruth Margaret CADBURY,THE LOCAL GOVERNMENT INFORMATION HOUSE LIMITED,03490270,Active,Director,Resigned,1 September 2010,31 July 2013
4275,Ruth Margaret CADBURY,NEWABLE LIMITED,01653116,Active,Director,Resigned,21 November 2002,14 October 2004
4275,Ruth Margaret CADBURY,BRENTFORD COMMUNITY RESOURCE CENTRE,03601069,Active,Director,Resigned,20 July 1998,15 July 1999
4275,Ruth Margaret CADBURY,NEWABLE LIMITED,01653116,Active,Director,Resigned,21 August 1992,29 September 1992
4275,Ruth Margaret CADBURY,NEWABLE RGF LIMITED,02017864,Active,Director,Resigned,28 July 1992,29 September 1992
4281,Thangam Rachel DEBBONAIRE,UNIVERSITY OF BRISTOL STUDENTS' UNION,06977417,Active,Director,Resigned,19 September 2011,5 June 2015
4281,Thangam Rachel DEBBONAIRE,WISH FOR A BRIGHTER FUTURE,05676400,Dissolved,Director,Resigned,14 September 2011,21 January 2014
4281,Thangam Rachel DEBBONAIRE,UNIVERSITY OF BRISTOL STUDENTS' UNION,06977417,Active,Director,Resigned,19 September 2011,5 June 2015
4281,Thangam Rachel DEBBONAIRE,WISH FOR A BRIGHTER FUTURE,05676400,Dissolved,Director,Resigned,14 September 2011,21 January 2014
4319,Paula SHERRIFF,THE COUNCIL FOR THE ADVANCEMENT OF ARAB-BRITISH UNDERSTANDING,05047247,Active,Director,Active,8 July 2017,
4319,Paula SHERRIFF,THE COUNCIL FOR THE ADVANCEMENT OF ARAB-BRITISH UNDERSTANDING,05047247,Active,Director,Active,8 July 2017,
4322,Helen HAYES,TOWN CENTRES LIMITED,04488232,Dissolved,Director,,17 July 2002,
4322,Helen HAYES,TURNER CONTEMPORARY,06772337,Active,Director,Resigned,12 December 2008,28 November 2013
4329,Justin Piers Richard MADDERS,MERSEYSIDE EMPLOYMENT LAW LIMITED,04946069,Active,Director,Resigned,16 November 2004,7 April 2005
4331,Bambos CHARALAMBOUS,LONDON YOUTH GAMES FOUNDATION,02039817,Active,Director,Resigned,24 October 2012,31 August 2014
4331,Bambos CHARALAMBOUS,LAW CENTRES FEDERATION,02433492,Active,Director,Resigned,11 November 2005,10 November 2006
4343,Matthew PENNYCOOK,THE TWINKLE PARK TRUST,03817872,Active,Director,Resigned,19 February 2011,22 February 2012
4343,Matthew PENNYCOOK,THE TWINKLE PARK TRUST,03817872,Active,Director,Resigned,19 February 2011,22 February 2012
4346,Tulip SIDDIQ,GOOD CHANCE THEATRE,09952411,Active,Director,Active,26 February 2019,
4370,Alex David SOBEL,GREEN LEEDS LIMITED,03438238,Active,Director,Resigned,1 October 2015,8 August 2017
4370,Alexander David SOBEL,TRANSFORM EUROPE (CAMPAIGN) LTD,12079191,Active,Director,Active,2 July 2019,
4371,Lloyd Cameron RUSSELL-MOYLE,TRANSFORM EUROPE (CAMPAIGN) LTD,12079191,Active,Director,Active,2 July 2019,
4371,Lloyd Cameron RUSSELL-MOYLE,THE CREW CLUB,04307540,Active,Director,Active,6 December 2016,
4371,Lloyd Cameron RUSSELL-MOYLE,ARLINGTON MEWS MANAGEMENT COMPANY LIMITED,03927680,Active,Director,Active,20 February 2015,
4383,Ruth JONES,THE CHILDRENS CENTRE TRUST - NEVILL HALL HOSPITAL,02484409,Active,Director,Resigned,2 April 2014,18 September 2018
4392,Graeme CURRIE,COMPLETE SOCIAL WORK LIMITED,08012214,Active,Director,Active,29 March 2012,
4396,Clive Anthony LEWIS,TRANSFORM EUROPE (CAMPAIGN) LTD,12079191,Active,Director,Active,2 July 2019,
4406,Matthew RODDA,HEMDEAN PEOPLE LTD,09625172,Active,Director,Resigned,5 June 2015,10 July 2017
4408,Anna Catherine TURLEY,REDCAR DEVELOPMENT TRUST,07329283,Active,Director,Active,8 April 2013,
4408,Anna Catherine TURLEY,PROGLOC LIMITED,07605429,Dissolved,Director,,15 April 2011,
4408,Anna Catherine TURLEY,ETWIRLE LIMITED,07596130,Dissolved,Director,,7 April 2011,
4408,Anna Catherine TURLEY,THIRTEEN CARE AND SUPPORT LIMITED,01810498,Converted / Closed,Director,Resigned,28 November 2012,28 November 2013
4482,Francis OPPLER,ARUN ARTS COMPANY LIMITED,03239942,Active,Director,Resigned,30 August 2002,29 May 2004
4482,Francis Richard James OPPLER,OFFICETEC (BOGNOR REGIS) LIMITED,07875204,Active,Director,Active,8 December 2011,
4506,Richard Guy DICKSON,THEKENILWORTHCENTRE,07798716,Active,Director,Active,10 January 2017,
4506,Richard Guy DICKSON,SEEVYATE LIMITED,10117510,Dissolved,Director,,11 April 2016,
4506,Richard Guy DICKSON,KENILWORTH COMMUNITY CARE,05019104,Active,Director,Resigned,15 September 2009,12 July 2016
4507,Edward Jonathan DAVEY,KIDS OUT UK,03636219,Active,Director,Resigned,10 April 2002,3 December 2009
4507,Edward Jonathan DAVEY,KIDS OUT UK,03636219,Active,Director,Resigned,10 April 2002,3 December 2009
4507,Edward Jonathan DAVEY,KIDS OUT UK,03636219,Active,Director,Resigned,10 April 2002,3 December 2009
4522,Gerald VERNON-JACKSON,PORTSMOUTH NAVAL BASE PROPERTY TRUST,01959490,Active,Director,Resigned,10 June 2005,27 June 2006
4522,Robert Gerald VERNON-JACKSON,SOLENT LOCAL ENTERPRISE PARTNERSHIP LIMITED,07569938,Active,Director,Active,14 June 2018,
4522,Robert Gerald VERNON-JACKSON,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,03675577,Active,Director,Resigned,1 September 2013,8 July 2017
4522,Robert Gerald VERNON-JACKSON,THE LOCAL GOVERNMENT INFORMATION HOUSE LIMITED,03490270,Active,Director,Resigned,1 September 2013,7 July 2017
4522,Robert Gerald VERNON-JACKSON,SOLENT LOCAL ENTERPRISE PARTNERSHIP LIMITED,07569938,Active,Director,Resigned,19 May 2011,9 June 2014
4522,Robert Gerald VERNON-JACKSON,NEW THEATRE ROYAL - TRUSTEES (PORTSMOUTH) LIMITED(THE),01266053,Active,Director,Resigned,6 February 2013,18 April 2013
4522,Robert Gerald VERNON-JACKSON,THE GUILDHALL TRUST,07519927,Active,Director,Resigned,28 February 2011,31 December 2012
4522,Robert Gerald VERNON-JACKSON,NEW THEATRE ROYAL - TRUSTEES (PORTSMOUTH) LIMITED(THE),01266053,Active,Director,Resigned,16 July 2009,26 July 2010
4522,Robert Gerald VERNON-JACKSON,SOLENT LOCAL ENTERPRISE PARTNERSHIP LIMITED,07569938,Active,Director,Active,14 June 2018,
4522,Robert Gerald VERNON-JACKSON,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,03675577,Active,Director,Resigned,1 September 2013,8 July 2017
4522,Robert Gerald VERNON-JACKSON,THE LOCAL GOVERNMENT INFORMATION HOUSE LIMITED,03490270,Active,Director,Resigned,1 September 2013,7 July 2017
4522,Robert Gerald VERNON-JACKSON,SOLENT LOCAL ENTERPRISE PARTNERSHIP LIMITED,07569938,Active,Director,Resigned,19 May 2011,9 June 2014
